Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Provision for Loan Losses;Non-Cash Items;Change in Working Capital;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Loans & Interbank;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Effect of Foreign Exchange Rates;Net Change in Cash
SYF;493399;USD;2021;FY;2021-12-31;2022-02-10;2024-02-08;537800000;543000000;4221000000;390000000;726000000;219000000;1543000000;7099000000;;-6355000000;;-4814000000;-542000000;-3642000000;-515000000;-5204000000;;-2919000000
TBNK;9075996;USD;2020;FY;2020-12-31;2021-03-19;2022-03-21;9137398;9196689;18605000;1224000;1625000;85000;-550000;20989000;-1758000;167912000;;298281000;-8400000;-20000000;-5000000;-533000;;318737000
TBNK;9075996;USD;2021;FY;2021-12-31;2022-03-21;2023-03-17;9059204;9110335;17430000;1151000;;2528000;-8585000;12524000;-363000;106264000;;-283012000;-10224000;;-5000000;6804000;;-263684000
TCBI;734517;USD;2020;FY;2020-12-31;2021-02-09;2023-02-09;50430326;50582979;66289000;74925000;258000000;13591238000;-11350583000;2639869000;-2796000;16616000;;-2935317000;-9750000;569985000;-1986000;5076245000;;4780797000
TCBI;734517;USD;2021;FY;2021-12-31;2022-02-09;2024-02-13;50750649;51139555;253939000;93406000;-30000000;1669909000;-1329939000;657315000;-4127000;1610988000;;1232786000;-18721000;-380479000;136602000;-3149822000;;-1259721000
TCBK;6767759;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;29917000;30028000;64814000;12177000;42813000;-17829000;12827000;114802000;-2812000;-41126000;;-816333000;-26303000;8460000;-26522000;1094575000;;393044000
TCBK;6767759;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;29721000;29882000;117655000;11827000;-6775000;6832000;2668000;132207000;-453000;-108433000;;-883811000;-29724000;23173000;-4200000;850474000;;98870000
TCBK;6767759;USD;2022;FY;2022-12-31;2023-03-01;2025-03-03;29720784;29882281;125419000;12346000;18470000;-1083000;7743000;162895000;3067000;-22845000;426883000;-723224000;-35797000;214518000;-25958000;-100862000;;-661191000
TCBK;6767759;USD;2023;FY;2023-12-31;2024-02-29;2026-03-02;33261000;33355000;117390000;12484000;23990000;1304000;-16281000;138887000;-4886000;-6423000;;28567000;-39901000;367977000;-9084000;-175983000;;-8529000
TCBK;6767759;USD;2024;FY;2024-12-31;2025-03-03;2026-03-02;33088000;33230000;114868000;10118000;6632000;1409000;-23320000;109707000;-4557000;;;284998000;-43646000;-542972000;-15370000;-348450000;;46255000
TFC;245217;USD;2020;FY;2020-12-31;2021-02-24;2023-02-28;1347080000;1358289000;4492000000;1608000000;2335000000;-402000000;-596000000;7437000000;-815000000;2613000000;-1839000000;-43652000000;-2725000000;-13758000000;2949000000;36018000000;;-197000000
TFC;245217;USD;2021;FY;2021-12-31;2022-02-23;2024-02-27;1329979000;1343029000;6437000000;1384000000;-813000000;;884000000;7892000000;;9787000000;-1522000000;-32056000000;-2852000000;-4031000000;-3031000000;25591000000;;1427000000
TFC;245217;USD;2022;FY;2022-12-31;2023-02-28;2025-02-25;1347080000;1358289000;6267000000;1366000000;777000000;71000000;2600000000;11081000000;;-32840000000;-5904000000;-29972000000;-2989000000;26540000000;-250000000;20017000000;;1126000000
TFC;245217;USD;2023;FY;2023-12-31;2024-02-27;2026-02-24;1331963000;1331963000;-1047000000;1215000000;2109000000;5194000000;1160000000;8631000000;;12202000000;-17000000;22858000000;-3131000000;-2678000000;;-22266000000;;9223000000
TFC;245217;USD;2024;FY;2024-12-31;2025-02-25;2026-02-24;1331087000;1331087000;4840000000;979000000;1870000000;782000000;-6307000000;2164000000;;4178000000;12174000000;18598000000;-3135000000;361000000;-1750000000;-11638000000;;9124000000
TFSL;360767;USD;2021;FY;2021-09-30;2021-11-24;2023-11-21;277225121;278903373;81007000;32568000;;-53021000;22601000;83155000;-1337000;621699000;;547356000;-56637000;-429689000;-5591000;-640218000;;-9707000
TFSL;360767;USD;2022;FY;2022-09-30;2022-11-22;2024-11-22;276694594;278576254;74565000;27035000;;-48473000;-14198000;38929000;-2311000;-1787608000;;-1881385000;-58297000;1696354000;;1723694000;;-118762000
THFF;7962876;USD;2020;FY;2020-12-31;2021-03-11;2023-03-08;13716000;13716000;53844000;6092000;10528000;-1913000;8874000;77425000;-3908000;53144000;;-16248000;-14273000;10632000;-9220000;468867000;;530044000
THFF;7962876;USD;2021;FY;2021-12-31;2022-03-09;2024-03-11;13190000;13190000;52987000;6154000;2466000;3975000;-10515000;55067000;-3835000;;;-312156000;-14181000;-23687000;-42471000;287646000;;30557000
THFF;7962876;USD;2022;FY;2022-12-31;2023-03-08;2025-03-05;13716000;13716000;71109000;6111000;-2025000;3735000;-143000;78787000;-1426000;12802000;;-433689000;-14459000;-28901000;-27701000;-110608000;;-465510000
THFF;7962876;USD;2023;FY;2023-12-31;2024-03-11;2026-03-04;11937000;11937000;60672000;6530000;7295000;6064000;5529000;86090000;-6541000;;;-22098000;-15383000;95346000;-11514000;-209750000;;-145758000
THFF;7962876;USD;2024;FY;2024-12-31;2025-03-05;2026-03-04;11812000;11812000;47275000;9946000;16166000;9528000;-22549000;60366000;-6108000;;28152000;-66119000;-21248000;37582000;-376000;22520000;;16767000
TMP;7962632;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;14703390;14742040;77588000;11676000;17213000;57415000;-62505000;101387000;-4529000;-340475000;;-643719000;-31359000;-391725000;-7842000;792812000;;250480000
TRST;10656438;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;3860200;3860600;52452000;4040000;5600000;7587000;-7522000;62157000;-3830000;-183320000;;-35346000;-26331000;66089000;-3493000;623442000;;650253000
TRST;10656438;USD;2021;FY;2021-12-31;2022-02-25;2023-03-01;19259000;19263000;61519000;4219000;-5450000;10005000;-14928000;55365000;-2834000;-194677000;;-175256000;-26279000;29931000;-2126000;232262000;;112371000
TRST;10656438;USD;2022;FY;2022-12-31;2023-03-01;2023-03-01;19131000;19133000;75234000;4101000;-341000;12463000;-12831000;78626000;-3315000;-296343000;;-416626000;-26991000;-121986000;-6575000;-230871000;;-568871000
TSC;988504;USD;2020;FY;2020-12-31;2021-02-25;2022-03-01;28267512;28738468;45234000;4209000;19400000;10251000;8114000;87208000;1091000;-1665788000;;-2042142000;-7849000;45349000;97029000;1986521000;;31587000
TSC;988504;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;31224474;31224474;78060000;4886000;808000;27620000;-5628000;105746000;-2189000;-2540423000;;-3165145000;-7947000;69455000;-835000;3075973000;;16574000
UBFO;9076032;USD;2024;FY;2024-12-31;2025-03-20;2026-03-26;17188384;17199817;14783000;1469000;2963000;1164000;-744000;19635000;-1039000;-11534000;-1075000;12953000;-8307000;-62000000;;-17161000;;15427000
UBSI;1234798;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;120017247;120090232;289023000;-16436000;106562000;6250613000;-6489315000;140447000;-273000;-619976000;629107000;137585000;-162713000;-1579354000;-20076000;1093543000;;1371575000
UBSI;1234798;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;120017247;120090232;367738000;7911000;-23970000;-139492000;-6168952000;-5956765000;-8087000;7448451000;39420000;6581958000;-181277000;-138002000;-6005000;923909000;;1549102000
UBSI;1234798;USD;2022;FY;2022-12-31;2023-03-01;2025-02-28;134776241;135117512;379627000;23670000;18822000;-24867000;-1874523000;-1477271000;-5389000;-128967000;;-1209563000;-193041000;1411854000;-69165000;105316000;;-2581518000
UBSI;1234798;USD;2023;FY;2023-12-31;2024-02-29;2026-02-27;134505058;134753820;366313000;23106000;31153000;-9449000;-863284000;-452161000;-5905000;86424000;0;125087000;-194727000;-374853000;368000;749365000;;422291000
UBSI;1234798;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;134947592;135225417;372996000;10396000;25153000;-4731000;-632266000;-228452000;-9672000;355857000;0;2133315000;-200727000;-1270005000;4234000;-1211562000;;693301000
UCBI;6767457;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;83184000;83248000;164089000;-8586000;80434000;4387000;-81643000;158681000;-17559000;-1069089000;195699000;-1580563000;-62445000;-30569000;75640000;2515295000;;1093413000
UMBF;256663;USD;2020;FY;2020-12-31;2021-03-01;2023-02-23;48137791;48343750;286502000;62803000;130500000;-65368000;-40839000;373598000;-51648000;-2779586000;24000;-4491087000;-60281000;618989000;-58580000;5945885000;;1828396000
UMPQ;998459;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;220216000;220216000;-1523420000;37474000;204861000;8242028000;-6867169000;93774000;-11986000;-750270000;;-960111000;-184978000;-135000000;-8655000;2076762000;;1210425000
UMPQ;998459;USD;2021;FY;2021-12-31;2022-02-25;2023-02-24;216624000;217356000;420300000;31498000;-42651000;4856908000;-4603332000;662723000;-15478000;-488755000;;-1534275000;-183734000;-765000000;-80656000;1059992000;;188440000
UMPQ;998459;USD;2022;FY;2022-12-31;2023-02-24;2023-02-24;216980000;216980000;336752000;28305000;84016000;2055659000;-1439703000;1065029000;-27086000;-3595515000;;-3533092000;-182273000;900000000;-4109000;1001085000;;-1466978000
UNB;9076036;USD;2020;FY;2020-12-31;2021-03-19;2022-03-24;4474649;4493157;12805000;1891000;2200000;-22860000;-1098000;-7062000;-1007000;-101055000;-2257000;-125909000;-5689000;138429000;22000;204608000;;71637000
UNB;9076036;USD;2021;FY;2021-12-31;2022-03-24;2023-03-24;4483791;4508948;13170000;1825000;;19895000;-5700000;29190000;-3509000;-15931000;-2194000;-189994000;-5877000;95446000;70000;103955000;;-56849000
UNB;9076036;USD;2022;FY;2022-12-31;2023-03-24;2024-03-26;4477273;4477273;12615000;1801000;;14027000;588000;29031000;-665000;-171111000;-2290000;-205931000;-6236000;89243000;-79000;148863000;;-28037000
UNB;9076036;USD;2023;FY;2023-12-31;2024-03-26;2025-03-25;4508868;4537396;11257000;1639000;-499000;88000;-3294000;9191000;-1930000;-70504000;-3288000;-82252000;-6415000;18663000;-130000;112842000;;39781000
UNB;9076036;USD;2024;FY;2024-12-31;2025-03-25;2026-03-20;4523140;4554049;8761000;1593000;;294000;1503000;12151000;-1025000;-135621000;-3052000;-124826000;-6444000;143173000;;50847000;;-61828000
UNTY;9075858;USD;2023;FY;2023-12-31;2024-03-07;2025-03-07;10207000;10338000;39707000;2383000;1832000;-599000;3586000;46909000;-955000;-65495000;629000;-57847000;-4721000;-26562000;-14408000;90921000;;79983000
UNTY;9075858;USD;2024;FY;2024-12-31;2025-03-07;2026-03-04;10031000;10202000;41450000;2568000;2407000;-1373000;2935000;47987000;-693000;-89010000;;-92813000;-5021000;-135934000;-4730000;30488000;;-14338000
USB;378231;USD;2020;FY;2020-12-31;2021-02-23;2023-02-27;1509000000;1510000000;4959000000;527000000;3806000000;62931000000;-68507000000;3716000000;;-2377000000;-556000000;-15440000000;-2852000000;-11932000000;-1171000000;51899000000;;40175000000
USB;378231;USD;2021;FY;2021-12-31;2022-02-22;2024-02-20;1509000000;1509000000;7963000000;497000000;-1173000000;72782000000;-70199000000;9870000000;;-15724000000;-661000000;-57487000000;-2887000000;-8776000000;-541000000;13942000000;;-33675000000
USB;378231;USD;2022;FY;2022-12-31;2023-02-27;2024-02-20;1509000000;1510000000;5825000000;560000000;1977000000;39094000000;-26337000000;21119000000;;-24759000000;12257000000;7500000000;-3075000000;17019000000;-711000000;-3982000000;;24637000000
USB;378231;USD;2023;FY;2023-12-31;2024-02-20;2024-02-20;1559000000;1549000000;5429000000;1018000000;2275000000;26812000000;-27087000000;8447000000;;6026000000;-330000000;18925000000;-3311000000;-5009000000;889000000;-19722000000;;7650000000
UVSP;7962774;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;29198000;29268000;46916000;4780000;40794000;437758000;-479069000;51179000;-16888000;-932788000;;-867392000;-17536000;49226000;-1629000;910943000;;94730000
UVSP;7962774;USD;2021;FY;2021-12-31;2022-02-25;2024-02-26;29395000;29554000;91801000;4662000;-10132000;512652000;-496646000;102337000;-12765000;-1175000;-3820000;-126779000;;-97800000;4147000;718309000;;693867000
UVSP;7962774;USD;2022;FY;2022-12-31;2023-02-24;2025-02-24;29243773;29243773;78120000;4465000;12198000;248172000;-233500000;109455000;-2169000;-834116000;;-897612000;-24607000;227035000;-8142000;50806000;;-737351000
UVSP;7962774;USD;2023;FY;2023-12-31;2024-02-26;2026-02-23;29433000;29533000;71104000;5057000;10770000;223069000;-220259000;89741000;-6550000;-455408000;;-454436000;-25050000;24165000;2218000;461695000;;97000000
UVSP;7962774;USD;2024;FY;2024-12-31;2025-02-24;2026-02-23;29401000;29401000;75931000;5473000;5933000;305490000;-317721000;75106000;-4746000;-259462000;;-259741000;-24842000;-80125000;-13303000;263680000;;79045000
VBTX;7962612;USD;2023;FY;2023-12-31;2024-02-28;2025-03-03;54256000;54256000;108261000;19485000;40471000;23606000;-47736000;144087000;-1854000;-124123000;;-47503000;-43318000;-1075000000;924000;96402000;;192986000
VLY;1234800;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;405152605;407636765;390606000;82260000;125722000;-180908000;-254119000;163561000;-5496000;-2490937000;;-2037662000;-190653000;213291000;-3172000;2768619000;;894518000
WABC;6767779;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;26855000;26870000;86509000;16617000;;-292000;-14099000;88735000;-1324000;193755000;;-306084000;-44304000;43701000;2785000;728159000;;510810000
WABC;6767779;USD;2022;FY;2022-12-31;2023-03-01;2025-02-28;26895000;26907000;122034000;16565000;;-628000;-24269000;113702000;-811000;108107000;;-633612000;-45182000;-88454000;2037000;-317939000;;-837849000
WABC;6767779;USD;2023;FY;2023-12-31;2024-02-29;2026-02-27;26703000;26706000;161768000;11774000;-1150000;-1366000;-12818000;158208000;-1161000;90192000;;547274000;-45954000;370000;-12797000;-809404000;;-103922000
WABC;6767779;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;26685000;26686000;138636000;10404000;300000;1237000;-9005000;141572000;3634000;44185000;;715678000;-46958000;62160000;1145000;-446070000;;411180000
WAFD;1234802;USD;2021;FY;2021-09-30;2021-11-19;2023-11-17;121595665;121657246;183615000;33914000;;1382000;-460731000;-241820000;-26096000;-488147000;333700000;-23471000;-72254000;-993788000;-54987000;653123000;;387832000
WAFD;1234802;USD;2022;FY;2022-09-30;2022-11-18;2024-11-20;65287650;65404110;236330000;64050000;;3430000;-1784300000;-1480490000;-11749000;-576697000;301590000;-744209000;-76201000;405000000;-1437000;817855000;;-1406844000
WAFD;1234802;USD;2023;FY;2023-09-30;2023-11-17;2025-11-18;64729006;64736864;257426000;22970000;;41437000;-1438275000;-1116442000;-13973000;-79965000;620468000;-47518000;-78417000;1525000000;-29197000;1460644000;;296684000
WAL;345773;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;100200000;100500000;506600000;22900000;123600000;41500000;-24400000;670200000;-26800000;-5897200000;;-7537500000;-101300000;151200000;-71600000;9104400000;;2237100000
WAL;345773;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;103900000;104500000;899200000;33700000;-21400000;-3384400000;-172700000;-2645600000;-69400000;-12665000000;-1024400000;-14720300000;-127600000;-1162300000;834800000;15210600000;;-2155300000
WAL;345773;USD;2022;FY;2022-12-31;2023-02-23;2025-02-25;100200000;100500000;1057300000;52400000;68100000;1110800000;-36500000;2252100000;-141000000;-11172800000;-50000000;-13136900000;-166200000;5406700000;157700000;11411800000;;527000000
WAL;345773;USD;2023;FY;2023-12-31;2024-02-28;2026-02-23;108300000;108500000;722400000;63000000;62600000;-1331000000;113600000;-369400000;-114300000;1106800000;;-2118300000;-171500000;-1147900000;2661900000;3020400000;;532700000
WAL;345773;USD;2024;FY;2024-12-31;2025-02-25;2026-02-23;108600000;109300000;787700000;94400000;145900000;-3996900000;244300000;-2724600000;-83800000;-3816000000;;-5984400000;-176800000;411900000;100000;11228500000;;2519500000
WBS;1234803;USD;2020;FY;2020-12-31;2021-02-26;2023-03-10;89988936;90151000;220621000;36616000;137750000;550702000;-565140000;380549000;-8917000;-1601298000;;-2292115000;-152840000;-1860388000;-76316000;1916775000;;5209000
WBS;1234803;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;89988936;90151000;408864000;35913000;-54500000;391074000;-92759000;688592000;-11370000;-685498000;;-2405089000;-152682000;-442626000;3492000;1914963000;;198466000
WBS;1234803;USD;2022;FY;2022-12-31;2023-03-10;2025-03-03;89988936;90151000;644283000;81800000;280619000;77249000;28439000;1112390000;-25894000;-6821852000;-54407000;-6962776000;-261492000;5899305000;-321400000;6228759000;;378373000
WBS;1234803;USD;2023;FY;2023-12-31;2024-02-27;2026-02-27;171775000;171883000;867840000;76490000;150747000;96587000;-121427000;1070237000;-29376000;-1027289000;-157646000;-2687340000;-294805000;-3810729000;-106261000;2492955000;;875852000
WBS;1234803;USD;2024;FY;2024-12-31;2025-03-03;2026-02-27;169820000;170192000;768707000;71531000;222000000;182536000;24591000;1269365000;-20549000;-1919258000;-359460000;-3734325000;-291195000;-496679000;-65149000;2823599000;;358639000
WFC;58953;USD;2020;FY;2020-12-31;2021-02-23;2023-02-21;4118000000;4134200000;3662000000;8219000000;14129000000;130648000000;-154607000000;2051000000;;44514000000;;122554000000;-6142000000;-69608000000;-7017000000;-1243000000;;123362000000
WFC;58953;USD;2021;FY;2021-12-31;2022-02-22;2024-02-20;3831100000;3868900000;23799000000;7890000000;-4155000000;-72118000000;33059000000;-11525000000;;397000000;;-7619000000;-3627000000;7214000000;-14464000000;-11238000000;;-30382000000
WFC;58953;USD;2022;FY;2022-12-31;2023-02-21;2025-02-25;3785600000;3818700000;19029000000;6271000000;5399000000;30943000000;-21284000000;40358000000;;1600000000;;16043000000;-5930000000;13803000000;38942000000;20494000000;;76895000000
WFC;58953;USD;2023;FY;2023-12-31;2024-02-20;2025-02-25;3560100000;3600100000;19965000000;7558000000;4334000000;10687000000;-39509000000;3035000000;;-5571000000;;-15651000000;-6232000000;-39712000000;11563000000;-21534000000;;-34150000000
WMPN;12444395;USD;2021;FY;2021-06-30;2021-09-15;2022-09-08;14541136;14541136;3779000;1240000;133000;-1781000;-3630000;-259000;2844000;49140000;;-686000;-1886000;-23224000;118700000;86752000;;85807000
WMPN;12444395;USD;2022;FY;2022-06-30;2022-09-08;2023-09-07;14255901;14259369;4237000;1200000;-20000;-681000;124000;4860000;-835000;-13092000;;-200731000;-5143000;24000000;-9080000;63319000;;-132552000
WMPN;12444395;USD;2023;FY;2023-06-30;2023-09-07;2024-09-05;12658818;11571321;2802000;1220000;;1611000;-575000;5058000;1926000;-1602000;;10469000;-1584000;-31000000;-27056000;-30904000;;-15377000
WMPN;12444395;USD;2024;FY;2024-06-30;2024-09-05;2024-09-05;9017723;9074910;168000;935000;;-841000;58000;320000;-141000;7573000;;30587000;-1160000;14000000;-38659000;-31502000;;-595000
WNEB;9075960;USD;2020;FY;2020-12-31;2021-03-11;2023-03-10;25047195;25062476;11215000;2520000;7775000;-2348000;5905000;25067000;-3515000;-151474000;;-123557000;-5037000;-183607000;-10476000;161193000;;62703000
WSBC;739365;USD;2020;FY;2020-12-31;2021-02-26;2023-02-27;67260796;67310584;122044000;14131000;107741000;747752000;-932062000;59606000;-7551000;-496272000;;57792000;-87897000;-906850000;120003000;553253000;;670651000
WSBC;739365;USD;2021;FY;2021-12-31;2022-02-28;2024-02-26;63045061;63183411;242260000;13387000;-64274000;755720000;-610796000;336297000;;1108165000;;-328496000;-96609000;-525702000;-179882000;338110000;;345911000
WSBC;739365;USD;2022;FY;2022-12-31;2023-02-27;2025-03-03;67260796;67310584;192113000;13042000;-1663000;258346000;-257698000;204140000;;-958192000;;-1068160000;-91450000;661345000;-116047000;21073000;;-842947000
WSBC;739365;USD;2023;FY;2023-12-31;2024-02-26;2026-03-02;59303210;59427989;159032000;14435000;17734000;299229000;-321108000;169322000;;-935437000;;-535224000;-92415000;610183000;-3508000;552874000;;186972000
WSBC;739365;USD;2024;FY;2024-12-31;2025-03-03;2026-03-02;62589406;62653557;151510000;15288000;19206000;306988000;-281993000;210999000;;-1025545000;;-1030149000;-97541000;-266768000;191043000;791904000;;-27246000
WSBF;7962978;USD;2020;FY;2020-12-31;2021-03-02;2023-02-28;24464000;24607000;81145000;5608000;6340000;4142004000;-4328679000;-93582000;-1225000;53170000;;37191000;-31520000;24512000;-32538000;76858000;;20467000
WSBF;7962978;USD;2021;FY;2021-12-31;2022-02-28;2023-02-28;23741000;23931000;70791000;6048000;-3990000;4286289000;-4204684000;154454000;-778000;210925000;;147617000;-30388000;-30947000;-7869000;-20116000;;281955000
WSFS;6767531;USD;2020;FY;2020-12-31;2021-03-01;2023-02-28;50510000;50547000;113320000;25908000;153180000;671809000;-949075000;15142000;-7159000;-222069000;;-874944000;-24369000;-153272000;-153800000;1942785000;;1082983000
WSFS;6767531;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;47539000;47703000;271605000;25993000;-117087000;981115000;-1033489000;128137000;-6149000;1453471000;4899000;-1494857000;-24242000;-106623000;-11746000;1244924000;;-121796000
WSFS;6767531;USD;2022;FY;2022-12-31;2023-02-28;2025-02-28;47756156;50546497;222648000;42553000;48089000;478359000;-308831000;482818000;-7618000;-434483000;573745000;-139331000;-35746000;-2380001000;-196904000;-1039168000;;-695681000
WTBA;9075778;USD;2020;FY;2020-12-31;2021-03-01;2023-02-23;16447000;16515000;32712000;3391000;12000000;-1383000;-4435000;42285000;-2319000;-331781000;;-367163000;-13815000;-6366000;;668023000;;343145000
